tweets,category,dates,address,newaddress,lattitude,longitude,coordinates
"UNWANTED PERSON at 900 SW 6TH AVE, PORT [Portland Police #PP21000357836] 18:23 #pdx911, 2021-12-25 02:50:02+00:00",UNWANTED PERSON , 2021-12-25 02:50:02+00:00, 900 SW 6TH AVE," 900 SW 6TH AVE, Portland, OR",45.5175248,-122.6790999,"-122.6790999, 45.5175248"
"DISTURBANCE - PRIORITY at 2800 N LOMBARD ST, PORT [Portland Police #PP21000357821] 17:52 #pdx911, 2021-12-25 02:46:02+00:00",DISTURBANCE - PRIORITY , 2021-12-25 02:46:02+00:00, 2800 N LOMBARD ST," 2800 N LOMBARD ST, Portland, OR",45.57691935,-122.69571303505808,"-122.69571303505808, 45.57691935"
"UNWANTED PERSON at 4200 NE MARTIN LUTHER KING JR BLVD, PORT [Portland Police #PP21000357837] 18:37 #pdx911, 2021-12-25 02:44:01+00:00",UNWANTED PERSON , 2021-12-25 02:44:01+00:00, 4200 NE MARTIN LUTHER KING JR BLVD," 4200 NE MARTIN LUTHER KING JR BLVD, Portland, OR",45.5539949,-122.66122578621655,"-122.66122578621655, 45.5539949"
"DISTURBANCE - PRIORITY at 4500 NE MARTIN LUTHER KING JR BLVD, PORT [Portland Police #PP21000357817] 17:48 #pdx911, 2021-12-25 02:42:01+00:00",DISTURBANCE - PRIORITY , 2021-12-25 02:42:01+00:00, 4500 NE MARTIN LUTHER KING JR BLVD," 4500 NE MARTIN LUTHER KING JR BLVD, Portland, OR",45.555622,-122.661421,"-122.661421, 45.555622"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 1800 SE ELLIOTT AVE, PORT [Portland Police #PP21000357745] 18:03 #pdx911, 2021-12-25 02:40:02+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-25 02:40:02+00:00, 1800 SE ELLIOTT AVE," 1800 SE ELLIOTT AVE, Portland, OR",45.51038554773869,-122.64648929648241,"-122.64648929648241, 45.51038554773869"
"VANDALISM - PRIORITY at 400 NE KNOTT ST, PORT [Portland Police #PP21000357785] 18:17 #pdx911, 2021-12-25 02:36:02+00:00",VANDALISM - PRIORITY , 2021-12-25 02:36:02+00:00, 400 NE KNOTT ST," 400 NE KNOTT ST, Portland, OR",45.542028,-122.661422,"-122.661422, 45.542028"
"BURGLARY - COLD at 1200 NW 21ST AVE, PORT [Portland Police #PP21000357697] 17:46 #pdx911, 2021-12-25 02:34:01+00:00",BURGLARY - COLD , 2021-12-25 02:34:01+00:00, 1200 NW 21ST AVE," 1200 NW 21ST AVE, Portland, OR",45.531405,-122.694491,"-122.694491, 45.531405"
"VEHICLE STOLEN - COLD at 1900 SW 5TH AVE, PORT [Portland Police #PP21000357809] 17:46 #pdx911, 2021-12-25 02:32:02+00:00",VEHICLE STOLEN - COLD , 2021-12-25 02:32:02+00:00, 1900 SW 5TH AVE," 1900 SW 5TH AVE, Portland, OR",45.509827,-122.68215773998182,"-122.68215773998182, 45.509827"
"AREA CHECK at 4500 NE BEECH ST, PORT [Portland Police #PP21000357804] 18:21 #pdx911, 2021-12-25 02:32:02+00:00",AREA CHECK , 2021-12-25 02:32:02+00:00, 4500 NE BEECH ST," 4500 NE BEECH ST, Portland, OR",45.550029,-122.616969,"-122.616969, 45.550029"
"UNWANTED PERSON at 1000 SW MORRISON ST, PORT [Portland Police #PP21000357831] 18:21 #pdx911, 2021-12-25 02:32:02+00:00",UNWANTED PERSON , 2021-12-25 02:32:02+00:00, 1000 SW MORRISON ST," 1000 SW MORRISON ST, Portland, OR",45.5199488,-122.6823564,"-122.6823564, 45.5199488"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 15300 SE STARK ST, PORT [Portland Police #PP21000357570] 14:16 #pdx911, 2021-12-25 02:28:01+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-25 02:28:01+00:00, 15300 SE STARK ST," 15300 SE STARK ST, Portland, OR",45.51906774157303,-122.50565702247191,"-122.50565702247191, 45.51906774157303"
"ASSAULT - PRIORITY at 1200 NE 102ND AVE, PORT [Portland Police #PP21000357750] 16:18 #pdx911, 2021-12-25 02:24:02+00:00",ASSAULT - PRIORITY , 2021-12-25 02:24:02+00:00, 1200 NE 102ND AVE," 1200 NE 102ND AVE, Portland, OR",45.53094816161616,-122.55796546464647,"-122.55796546464647, 45.53094816161616"
"VEHICLE STOLEN - COLD at 13700 NE EUGENE ST, PORT [Portland Police #PP21000357807] 17:57 #pdx911, 2021-12-25 02:24:02+00:00",VEHICLE STOLEN - COLD , 2021-12-25 02:24:02+00:00, 13700 NE EUGENE ST," 13700 NE EUGENE ST, Portland, OR",45.538976,-122.522117,"-122.522117, 45.538976"
"ACCIDENT - INJURY at 3100 NE 122ND AVE, PORT [Portland Police #PP21000357790] 17:15 #pdx911, 2021-12-25 02:22:02+00:00",ACCIDENT - INJURY , 2021-12-25 02:22:02+00:00, 3100 NE 122ND AVE," 3100 NE 122ND AVE, Portland, OR",45.544601,-122.5373,"-122.5373, 45.544601"
"UNWANTED PERSON at 900 NW NAITO PKWY, PORT [Portland Police #PP21000357788] 18:15 #pdx911, 2021-12-25 02:22:01+00:00",UNWANTED PERSON , 2021-12-25 02:22:01+00:00, 900 NW NAITO PKWY," 900 NW NAITO PKWY, Portland, OR",45.52936404195804,-122.67449338461539,"-122.67449338461539, 45.52936404195804"
"ACCIDENT - HIT &amp; RUN - PRIORITY at 14700 SE DIVISION ST, PORT [Portland Police #PP21000357778] 16:59 #pdx911, 2021-12-25 02:18:02+00:00",ACCIDENT - HIT &amp; RUN - PRIORITY , 2021-12-25 02:18:02+00:00, 14700 SE DIVISION ST," 14700 SE DIVISION ST, Portland, OR",45.5027581,-122.51209000613524,"-122.51209000613524, 45.5027581"
"THREAT - COLD at 6300 SW CAPITOL HWY, PORT [Portland Police #PP21000357815] 17:45 #pdx911, 2021-12-25 02:16:02+00:00",THREAT - COLD , 2021-12-25 02:16:02+00:00, 6300 SW CAPITOL HWY," 6300 SW CAPITOL HWY, Portland, OR",45.477955,-122.697217,"-122.697217, 45.477955"
"AREA CHECK at 2500 NE FLANDERS ST, PORT [Portland Police #PP21000357735] 16:47 #pdx911, 2021-12-25 02:14:02+00:00",AREA CHECK , 2021-12-25 02:14:02+00:00, 2500 NE FLANDERS ST," 2500 NE FLANDERS ST, Portland, OR",45.525625969696975,-122.64031833333333,"-122.64031833333333, 45.525625969696975"
"ASSAULT - PRIORITY at 15900 NE SISKIYOU ST, PORT [Portland Police #PP21000357771] 17:20 #pdx911, 2021-12-25 02:06:02+00:00",ASSAULT - PRIORITY , 2021-12-25 02:06:02+00:00, 15900 NE SISKIYOU ST," 15900 NE SISKIYOU ST, Portland, OR",45.5455013024494,-122.4984338146964,"-122.4984338146964, 45.5455013024494"
"DISTURBANCE - PRIORITY at 3800 NE 82ND AVE, PORT [Portland Police #PP21000357726] 17:38 #pdx911, 2021-12-25 01:56:02+00:00",DISTURBANCE - PRIORITY , 2021-12-25 01:56:02+00:00, 3800 NE 82ND AVE," 3800 NE 82ND AVE, Portland, OR",45.550306,-122.578593,"-122.578593, 45.550306"
"UNWANTED PERSON at 10200 SE STARK ST, PORT [Portland Police #PP21000357816] 17:44 #pdx911, 2021-12-25 01:54:02+00:00",UNWANTED PERSON , 2021-12-25 01:54:02+00:00, 10200 SE STARK ST," 10200 SE STARK ST, Portland, OR",45.518964,-122.558243,"-122.558243, 45.518964"
"AREA CHECK at 3500 NE 82ND AVE, PORT [Portland Police #PP21000357791] 17:39 #pdx911, 2021-12-25 01:52:02+00:00",AREA CHECK , 2021-12-25 01:52:02+00:00, 3500 NE 82ND AVE," 3500 NE 82ND AVE, Portland, OR",45.548292849999996,-122.57847397516878,"-122.57847397516878, 45.548292849999996"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 1900 SW 5TH AVE, PORT [Portland Police #PP21000357813] 17:45 #pdx911, 2021-12-25 01:50:02+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-25 01:50:02+00:00, 1900 SW 5TH AVE," 1900 SW 5TH AVE, Portland, OR",45.509827,-122.68215773998182,"-122.68215773998182, 45.509827"
"PREMISE CHECK at 1100 NE MORTON ST, PORT [Portland Police #PP21000357694] 17:24 #pdx911, 2021-12-25 01:44:02+00:00",PREMISE CHECK , 2021-12-25 01:44:02+00:00, 1100 NE MORTON ST," 1100 NE MORTON ST, Portland, OR",45.569134,-122.653243,"-122.653243, 45.569134"
"PREMISE CHECK at 3100 NE 92ND AVE, PORT [Portland Police #PP21000357701] 17:02 #pdx911, 2021-12-25 01:42:02+00:00",PREMISE CHECK , 2021-12-25 01:42:02+00:00, 3100 NE 92ND AVE," 3100 NE 92ND AVE, Portland, OR",45.544781946752614,-122.56984482532559,"-122.56984482532559, 45.544781946752614"
"THREAT - COLD at 8700 NE WARD ST, PORT [Portland Police #PP21000357742] 17:04 #pdx911, 2021-12-25 01:42:02+00:00",THREAT - COLD , 2021-12-25 01:42:02+00:00, 8700 NE WARD ST," 8700 NE WARD ST, Portland, OR",45.553582,-122.573233,"-122.573233, 45.553582"
"PREMISE CHECK at 6900 N MARYLAND AVE, PORT [Portland Police #PP21000357758] 17:30 #pdx911, 2021-12-25 01:42:02+00:00",PREMISE CHECK , 2021-12-25 01:42:02+00:00, 6900 N MARYLAND AVE," 6900 N MARYLAND AVE, Portland, OR",45.572778,-122.680482,"-122.680482, 45.572778"
"THEFT - COLD at 1200 NW DAVIS ST, PORT [Portland Police #PP21000357736] 16:40 #pdx911, 2021-12-25 01:40:02+00:00",THEFT - COLD , 2021-12-25 01:40:02+00:00, 1200 NW DAVIS ST," 1200 NW DAVIS ST, Portland, OR",45.524278,-122.683358,"-122.683358, 45.524278"
"SHOTS FIRED at 6700 SE INSLEY ST, PORT [Portland Police #PP21000357781] 17:06 #pdx911, 2021-12-25 01:34:01+00:00",SHOTS FIRED , 2021-12-25 01:34:01+00:00, 6700 SE INSLEY ST," 6700 SE INSLEY ST, Portland, OR",45.483645,-122.594226,"-122.594226, 45.483645"
"UNWANTED PERSON at 2200 N KILLINGSWORTH ST, PORT [Portland Police #PP21000357786] 17:16 #pdx911, 2021-12-25 01:34:01+00:00",UNWANTED PERSON , 2021-12-25 01:34:01+00:00, 2200 N KILLINGSWORTH ST," 2200 N KILLINGSWORTH ST, Portland, OR",45.56263052307692,-122.68969487692308,"-122.68969487692308, 45.56263052307692"
"VEHICLE STOLEN - COLD at 2100 SW YAMHILL ST, PORT [Portland Police #PP21000357743] 16:38 #pdx911, 2021-12-25 01:28:01+00:00",VEHICLE STOLEN - COLD , 2021-12-25 01:28:01+00:00, 2100 SW YAMHILL ST," 2100 SW YAMHILL ST, Portland, OR",45.522484,-122.695565,"-122.695565, 45.522484"
"ACCIDENT - NON INJURY at 10500 N UNION CT, PORT [Portland Police #PP21000357751] 16:35 #pdx911, 2021-12-25 01:24:02+00:00",ACCIDENT - NON INJURY , 2021-12-25 01:24:02+00:00, 10500 N UNION CT," 10500 N UNION CT, Portland, OR",45.6019082,-122.6796064,"-122.6796064, 45.6019082"
"UNWANTED PERSON at 1100 NE 102ND AVE, PORT [Portland Police #PP21000357765] 16:52 #pdx911, 2021-12-25 01:20:02+00:00",UNWANTED PERSON , 2021-12-25 01:20:02+00:00, 1100 NE 102ND AVE," 1100 NE 102ND AVE, Portland, OR",45.530732,-122.557969,"-122.557969, 45.530732"
"THEFT - COLD at 15600 SE DIVISION ST, PORT [Portland Police #PP21000357552] 13:41 #pdx911, 2021-12-25 01:14:02+00:00",THEFT - COLD , 2021-12-25 01:14:02+00:00, 15600 SE DIVISION ST," 15600 SE DIVISION ST, Portland, OR",45.504309,-122.502828,"-122.502828, 45.504309"
"ACCIDENT - NON INJURY at 7800 SE RAYMOND ST, PORT [Portland Police #PP21000357673] 15:32 #pdx911, 2021-12-25 01:10:03+00:00",ACCIDENT - NON INJURY , 2021-12-25 01:10:03+00:00, 7800 SE RAYMOND ST," 7800 SE RAYMOND ST, Portland, OR",45.486471,-122.583223,"-122.583223, 45.486471"
"THEFT - PRIORITY at 2600 NE MARTIN LUTHER KING JR BLVD, PORT [Portland Police #PP21000357764] 16:56 #pdx911, 2021-12-25 01:10:02+00:00",THEFT - PRIORITY , 2021-12-25 01:10:02+00:00, 2600 NE MARTIN LUTHER KING JR BLVD," 2600 NE MARTIN LUTHER KING JR BLVD, Portland, OR",45.541381,-122.661484,"-122.661484, 45.541381"
"UNWANTED PERSON at 2300 W BURNSIDE ST, PORT [Portland Police #PP21000357774] 16:58 #pdx911, 2021-12-25 01:10:02+00:00",UNWANTED PERSON , 2021-12-25 01:10:02+00:00, 2300 W BURNSIDE ST," 2300 W BURNSIDE ST, Portland, OR",45.523372,-122.698383,"-122.698383, 45.523372"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 1000 SE 142ND AVE, PORT [Portland Police #PP21000357732] 16:21 #pdx911, 2021-12-25 00:56:01+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-25 00:56:01+00:00, 1000 SE 142ND AVE," 1000 SE 142ND AVE, Portland, OR",45.5163207725895,-122.51707556737793,"-122.51707556737793, 45.5163207725895"
"ACCIDENT - HIT AND RUN - COLD at 2200 SE 96TH DR, PORT [Portland Police #PP21000357689] 16:20 #pdx911, 2021-12-25 00:54:01+00:00",ACCIDENT - HIT AND RUN - COLD , 2021-12-25 00:54:01+00:00, 2200 SE 96TH DR," 2200 SE 96TH DR, Portland, OR",45.505287,-122.563093,"-122.563093, 45.505287"
"DISTURBANCE - PRIORITY at 12900 SE FOSTER RD, PORT [Portland Police #PP21000357741] 16:09 #pdx911, 2021-12-25 00:50:02+00:00",DISTURBANCE - PRIORITY , 2021-12-25 00:50:02+00:00, 12900 SE FOSTER RD," 12900 SE FOSTER RD, Portland, OR",45.476623,-122.531126,"-122.531126, 45.476623"
"PREMISE CHECK at 1700 NE BUFFALO ST, PORT [Portland Police #PP21000357678] 14:26 #pdx911, 2021-12-25 00:46:01+00:00",PREMISE CHECK , 2021-12-25 00:46:01+00:00, 1700 NE BUFFALO ST," 1700 NE BUFFALO ST, Portland, OR",45.574734,-122.648164,"-122.648164, 45.574734"
"TRIMET INCIDENT - PRIORITY at 0 NE HOLLADAY ST, PORT [Portland Police #PP21000357766] 16:32 #pdx911, 2021-12-25 00:44:01+00:00",TRIMET INCIDENT - PRIORITY , 2021-12-25 00:44:01+00:00, 0 NE HOLLADAY ST," 0 NE HOLLADAY ST, Portland, OR",45.529992,-122.498662,"-122.498662, 45.529992"
"UNWANTED PERSON at 2500 NW THURMAN ST, PORT [Portland Police #PP21000357699] 16:20 #pdx911, 2021-12-25 00:36:02+00:00",UNWANTED PERSON , 2021-12-25 00:36:02+00:00, 2500 NW THURMAN ST," 2500 NW THURMAN ST, Portland, OR",45.535327,-122.703011,"-122.703011, 45.535327"
"UNWANTED PERSON at 6500 NE KILLINGSWORTH ST, PORT [Portland Police #PP21000357683] 16:30 #pdx911, 2021-12-25 00:34:02+00:00",UNWANTED PERSON , 2021-12-25 00:34:02+00:00, 6500 NE KILLINGSWORTH ST," 6500 NE KILLINGSWORTH ST, Portland, OR",45.562643,-122.595772,"-122.595772, 45.562643"
"ASSAULT - COLD at 3500 SE 132ND AVE, PORT [Portland Police #PP21000357572] 15:28 #pdx911, 2021-12-25 00:32:02+00:00",ASSAULT - COLD , 2021-12-25 00:32:02+00:00, 3500 SE 132ND AVE," 3500 SE 132ND AVE, Portland, OR",45.4968897,-122.5272537,"-122.5272537, 45.4968897"
"THEFT - PRIORITY at 1100 NW EVERETT ST, PORT [Portland Police #PP21000357709] 15:02 #pdx911, 2021-12-25 00:26:01+00:00",THEFT - PRIORITY , 2021-12-25 00:26:01+00:00, 1100 NW EVERETT ST," 1100 NW EVERETT ST, Portland, OR",45.525006,-122.682367,"-122.682367, 45.525006"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 12900 SE RHONE ST, PORT [Portland Police #PP21000357514] 16:22 #pdx911, 2021-12-25 00:26:01+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-25 00:26:01+00:00, 12900 SE RHONE ST," 12900 SE RHONE ST, Portland, OR",45.495767,-122.531186,"-122.531186, 45.495767"
"TRIMET INCIDENT - COLD at 7100 SE MALL ST, PORT [Portland Police #PP21000357704] 14:52 #pdx911, 2021-12-25 00:18:01+00:00",TRIMET INCIDENT - COLD , 2021-12-25 00:18:01+00:00, 7100 SE MALL ST," 7100 SE MALL ST, Portland, OR",45.4908121,-122.5903102,"-122.5903102, 45.4908121"
"UNWANTED PERSON at 3400 SE BELMONT ST, PORT [Portland Police #PP21000357737] 15:48 #pdx911, 2021-12-25 00:16:02+00:00",UNWANTED PERSON , 2021-12-25 00:16:02+00:00, 3400 SE BELMONT ST," 3400 SE BELMONT ST, Portland, OR",45.516363,-122.629381,"-122.629381, 45.516363"
"THEFT - COLD at 11600 SW 64TH AVE, PORT [Portland Police #PP21000357636] 14:41 #pdx911, 2021-12-25 00:12:02+00:00",THEFT - COLD , 2021-12-25 00:12:02+00:00, 11600 SW 64TH AVE," 11600 SW 64TH AVE, Portland, OR",45.442549,-122.742542,"-122.742542, 45.442549"
"THEFT - PRIORITY at 1100 NE GRAND AVE, PORT [Portland Police #PP21000357611] 13:00 #pdx911, 2021-12-25 00:08:02+00:00",THEFT - PRIORITY , 2021-12-25 00:08:02+00:00, 1100 NE GRAND AVE," 1100 NE GRAND AVE, Portland, OR",45.531118500000005,-122.66076125000001,"-122.66076125000001, 45.531118500000005"
"ASSAULT - COLD at 9800 SW 35TH DR, PORT [Portland Police #PP21000357691] 14:45 #pdx911, 2021-12-25 00:04:02+00:00",ASSAULT - COLD , 2021-12-25 00:04:02+00:00, 9800 SW 35TH DR," 9800 SW 35TH DR, Portland, OR",45.456705,-122.7100986,"-122.7100986, 45.456705"
"THEFT - COLD at 13800 SE HOLGATE BLVD, PORT [Portland Police #PP21000357723] 15:36 #pdx911, 2021-12-25 00:04:02+00:00",THEFT - COLD , 2021-12-25 00:04:02+00:00, 13800 SE HOLGATE BLVD," 13800 SE HOLGATE BLVD, Portland, OR",45.488634166666664,-122.52117033333333,"-122.52117033333333, 45.488634166666664"
"BURGLARY - COLD at 3400 NE CESAR E CHAVEZ BLVD, PORT [Portland Police #PP21000357537] 14:15 #pdx911, 2021-12-25 00:00:02+00:00",BURGLARY - COLD , 2021-12-25 00:00:02+00:00, 3400 NE CESAR E CHAVEZ BLVD," 3400 NE CESAR E CHAVEZ BLVD, Portland, OR",45.547640343434345,-122.622709,"-122.622709, 45.547640343434345"
"DISTURBANCE - PRIORITY at 800 E BURNSIDE ST, PORT [Portland Police #PP21000357719] 15:15 #pdx911, 2021-12-24 23:50:02+00:00",DISTURBANCE - PRIORITY , 2021-12-24 23:50:02+00:00, 800 E BURNSIDE ST," 800 E BURNSIDE ST, Portland, OR",45.522598349999996,-122.65733178001443,"-122.65733178001443, 45.522598349999996"
"UNWANTED PERSON at 700 NE MULTNOMAH ST, PORT [Portland Police #PP21000357483] 15:27 #pdx911, 2021-12-24 23:50:02+00:00",UNWANTED PERSON , 2021-12-24 23:50:02+00:00, 700 NE MULTNOMAH ST," 700 NE MULTNOMAH ST, Portland, OR",45.5311217,-122.6581448,"-122.6581448, 45.5311217"
"THEFT - COLD at 3000 NE MARTIN LUTHER KING JR BLVD, PORT [Portland Police #PP21000357672] 15:16 #pdx911, 2021-12-24 23:48:02+00:00",THEFT - COLD , 2021-12-24 23:48:02+00:00, 3000 NE MARTIN LUTHER KING JR BLVD," 3000 NE MARTIN LUTHER KING JR BLVD, Portland, OR",45.544743,-122.661498,"-122.661498, 45.544743"
"UNWANTED PERSON at 2200 SW 4TH AVE, PORT [Portland Police #PP21000357688] 15:32 #pdx911, 2021-12-24 23:44:01+00:00",UNWANTED PERSON , 2021-12-24 23:44:01+00:00, 2200 SW 4TH AVE," 2200 SW 4TH AVE, Portland, OR",45.5124288,-122.6798611,"-122.6798611, 45.5124288"
"VEHICLE STOLEN - COLD at 1800 NE 66TH AVE, PORT [Portland Police #PP21000357695] 14:52 #pdx911, 2021-12-24 23:40:02+00:00",VEHICLE STOLEN - COLD , 2021-12-24 23:40:02+00:00, 1800 NE 66TH AVE," 1800 NE 66TH AVE, Portland, OR",45.535992998915,-122.59540211931612,"-122.59540211931612, 45.535992998915"
"UNWANTED PERSON at 10500 SE WASHINGTON ST, PORT [Portland Police #PP21000357717] 15:15 #pdx911, 2021-12-24 23:40:02+00:00",UNWANTED PERSON , 2021-12-24 23:40:02+00:00, 10500 SE WASHINGTON ST," 10500 SE WASHINGTON ST, Portland, OR",45.5182374105692,-122.55477624073767,"-122.55477624073767, 45.5182374105692"
"THREAT - COLD at 15600 SE DIVISION ST, PORT [Portland Police #PP21000357625] 14:55 #pdx911, 2021-12-24 23:36:02+00:00",THREAT - COLD , 2021-12-24 23:36:02+00:00, 15600 SE DIVISION ST," 15600 SE DIVISION ST, Portland, OR",45.504309,-122.502828,"-122.502828, 45.504309"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 1500 N TOMAHAWK ISLAND DR, PORT [Portland Police #PP21000357682] 14:35 #pdx911, 2021-12-24 23:34:02+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-24 23:34:02+00:00, 1500 N TOMAHAWK ISLAND DR," 1500 N TOMAHAWK ISLAND DR, Portland, OR",45.61202965,-122.6837855,"-122.6837855, 45.61202965"
"UNWANTED PERSON at 6400 SE 142ND AVE, PORT [Portland Police #PP21000357664] 14:10 #pdx911, 2021-12-24 23:32:02+00:00",UNWANTED PERSON , 2021-12-24 23:32:02+00:00, 6400 SE 142ND AVE," 6400 SE 142ND AVE, Portland, OR",45.476971,-122.517022,"-122.517022, 45.476971"
"VANDALISM - COLD at 8300 NE SANDY BLVD, PORT [Portland Police #PP21000357612] 14:43 #pdx911, 2021-12-24 23:32:02+00:00",VANDALISM - COLD , 2021-12-24 23:32:02+00:00, 8300 NE SANDY BLVD," 8300 NE SANDY BLVD, Portland, OR",45.553093,-122.576793,"-122.576793, 45.553093"
"DISTURBANCE - PRIORITY at 10800 NE BROADWAY , PORT [Portland Police #PP21000357680] 15:26 #pdx911, 2021-12-24 23:32:01+00:00",DISTURBANCE - PRIORITY , 2021-12-24 23:32:01+00:00, 10800 NE BROADWAY ," 10800 NE BROADWAY , Portland, OR",45.534751,-122.551403,"-122.551403, 45.534751"
"BURGLARY - COLD at 3500 SE 84TH AVE, PORT [Portland Police #PP21000357581] 15:12 #pdx911, 2021-12-24 23:30:02+00:00",BURGLARY - COLD , 2021-12-24 23:30:02+00:00, 3500 SE 84TH AVE," 3500 SE 84TH AVE, Portland, OR",45.49674,-122.576224,"-122.576224, 45.49674"
"THEFT - COLD at 400 NE EMERSON ST, PORT [Portland Police #PP21000357693] 14:36 #pdx911, 2021-12-24 23:28:02+00:00",THEFT - COLD , 2021-12-24 23:28:02+00:00, 400 NE EMERSON ST," 400 NE EMERSON ST, Portland, OR",45.561724,-122.661274,"-122.661274, 45.561724"
"DISTURBANCE - PRIORITY at 1800 NE 162ND AVE, PORT [Portland Police #PP21000357663] 14:58 #pdx911, 2021-12-24 23:28:02+00:00",DISTURBANCE - PRIORITY , 2021-12-24 23:28:02+00:00, 1800 NE 162ND AVE," 1800 NE 162ND AVE, Portland, OR",45.5490758,-122.4959346,"-122.4959346, 45.5490758"
"SHOTS FIRED at 1700 N FLINT AVE, PORT [Portland Police #PP21000357551] 14:31 #pdx911, 2021-12-24 23:20:02+00:00",SHOTS FIRED , 2021-12-24 23:20:02+00:00, 1700 N FLINT AVE," 1700 N FLINT AVE, Portland, OR",45.535143,-122.668594,"-122.668594, 45.535143"
"TRIMET INCIDENT - WITH WEAPON *H at 1800 SW JEFFERSON ST, PORT [Portland Police #PP21000357714] 15:10 #pdx911, 2021-12-24 23:16:02+00:00",TRIMET INCIDENT - WITH WEAPON *H , 2021-12-24 23:16:02+00:00, 1800 SW JEFFERSON ST," 1800 SW JEFFERSON ST, Portland, OR",45.518686,-122.695825,"-122.695825, 45.518686"
"ACCIDENT - HIT AND RUN - COLD at 10100 SE HOLGATE BLVD, PORT [Portland Police #PP21000357615] 14:09 #pdx911, 2021-12-24 23:14:02+00:00",ACCIDENT - HIT AND RUN - COLD , 2021-12-24 23:14:02+00:00, 10100 SE HOLGATE BLVD," 10100 SE HOLGATE BLVD, Portland, OR",45.489733,-122.559526,"-122.559526, 45.489733"
"PREMISE CHECK at 4700 E BURNSIDE ST, PORT [Portland Police #PP21000357686] 14:29 #pdx911, 2021-12-24 23:08:02+00:00",PREMISE CHECK , 2021-12-24 23:08:02+00:00, 4700 E BURNSIDE ST," 4700 E BURNSIDE ST, Portland, OR",45.522853,-122.614871,"-122.614871, 45.522853"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 1800 NE 41ST AVE, PORT [Portland Police #PP21000357666] 15:00 #pdx911, 2021-12-24 23:08:01+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-24 23:08:01+00:00, 1800 NE 41ST AVE," 1800 NE 41ST AVE, Portland, OR",45.536114,-122.620822,"-122.620822, 45.536114"
"UNWANTED PERSON at 3700 N LOMBARD ST, PORT [Portland Police #PP21000357685] 14:37 #pdx911, 2021-12-24 23:00:02+00:00",UNWANTED PERSON , 2021-12-24 23:00:02+00:00, 3700 N LOMBARD ST," 3700 N LOMBARD ST, Portland, OR",45.5772072,-122.6759427,"-122.6759427, 45.5772072"
"ACCIDENT - HIT AND RUN - COLD at 0 NE MONROE ST, PORT [Portland Police #PP21000357635] 14:48 #pdx911, 2021-12-24 23:00:02+00:00",ACCIDENT - HIT AND RUN - COLD , 2021-12-24 23:00:02+00:00, 0 NE MONROE ST," 0 NE MONROE ST, Portland, OR",45.545349,-122.664109,"-122.664109, 45.545349"
"THEFT - COLD at 16900 SE FRANCIS ST, PORT [Portland Police #PP21000357567] 13:44 #pdx911, 2021-12-24 22:58:02+00:00",THEFT - COLD , 2021-12-24 22:58:02+00:00, 16900 SE FRANCIS ST," 16900 SE FRANCIS ST, Portland, OR",45.494100700000004,-122.48908445707461,"-122.48908445707461, 45.494100700000004"
"UNWANTED PERSON at 8700 NE WARD ST, PORT [Portland Police #PP21000357580] 13:33 #pdx911, 2021-12-24 22:56:02+00:00",UNWANTED PERSON , 2021-12-24 22:56:02+00:00, 8700 NE WARD ST," 8700 NE WARD ST, Portland, OR",45.553582,-122.573233,"-122.573233, 45.553582"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 1200 NE BROADWAY , PORT [Portland Police #PP21000357657] 14:35 #pdx911, 2021-12-24 22:54:02+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-24 22:54:02+00:00, 1200 NE BROADWAY ," 1200 NE BROADWAY , Portland, OR",45.5347472,-122.6531569,"-122.6531569, 45.5347472"
"THREAT - COLD at 3000 SE STARK ST, PORT [Portland Police #PP21000357652] 14:12 #pdx911, 2021-12-24 22:52:02+00:00",THREAT - COLD , 2021-12-24 22:52:02+00:00, 3000 SE STARK ST," 3000 SE STARK ST, Portland, OR",45.51922,-122.632766,"-122.632766, 45.51922"
"THEFT - COLD at 4300 NE SANDY BLVD, PORT [Portland Police #PP21000357677] 14:46 #pdx911, 2021-12-24 22:52:02+00:00",THEFT - COLD , 2021-12-24 22:52:02+00:00, 4300 NE SANDY BLVD," 4300 NE SANDY BLVD, Portland, OR",45.5364146,-122.6187012,"-122.6187012, 45.5364146"
